price,lot_area,living_area,num_floors,num_bedrooms,num_bathrooms,waterfront,year_built,year_renovated
488000,13603,3160,2.0,3,2.5,0,2003,0
210490,8528,990,1.0,3,1.0,0,1966,0
785000,13416,2290,2.0,4,2.5,0,1981,0
450000,5963,1250,1.0,3,1.75,0,1953,0
1350000,65005,2753,1.0,3,2.5,1,1953,0
228000,9199,1190,1.0,3,1.0,0,1955,0
345000,9134,3150,1.0,5,2.5,0,1966,0
600000,4080,1410,1.0,3,1.75,0,1950,0
585000,8550,1980,1.0,2,1.75,0,1981,0
920000,6000,2730,1.5,5,2.25,0,1927,0
885000,5000,2830,2.0,4,2.5,0,1995,0
292500,4495,2250,2.0,4,2.5,0,2008,0
301000,4750,2420,2.0,3,2.5,0,2003,0
951000,14342,3250,2.0,5,3.25,0,1968,0
430000,9976,1850,2.0,4,3.0,0,1991,0
650000,21235,2150,1.0,3,2.25,0,1959,0
289000,8400,1260,1.0,3,1.75,0,1954,0
505000,8690,2519,2.0,3,1.75,0,1973,0
549000,1044,1540,3.0,3,1.75,0,2014,0
425000,6000,1660,1.0,3,2.25,0,1979,0
317625,3809,2770,1.5,3,2.75,0,1925,0
975000,11049,2720,2.0,4,2.5,0,1989,0
287000,4648,2240,2.0,4,2.5,0,2005,0
204000,12070,1000,1.0,3,1.0,0,1968,0
1325000,20158,3200,1.0,5,2.25,0,1965,0
1040000,50094,4770,1.0,5,3.25,0,1973,0
325000,5612,1260,1.0,3,2.0,0,1972,0
571000,7807,2750,1.5,4,2.0,0,1916,0
360000,5000,2380,2.0,4,2.5,0,2005,0
349000,50529,1790,1.0,3,1.75,0,1965,0
832500,35102,3430,2.0,4,4.0,0,1986,0
380000,7300,1760,1.0,4,1.75,0,1956,0
480000,5060,1040,1.0,3,1.0,0,1941,0
410000,5060,1410,1.0,3,1.0,0,1956,0
720000,39683,3450,2.0,4,2.5,0,2002,0
390000,5100,2350,2.0,3,2.5,0,2003,0
360000,5889,1900,2.0,4,2.5,0,1992,0
355000,6720,2020,1.0,2,1.0,0,1948,0
356000,8712,1680,1.0,3,1.5,0,1964,0
315000,6634,960,1.0,3,1.0,0,1952,0
940000,3600,2140,2.0,3,1.5,0,1925,0
305000,8400,2660,1.5,5,2.25,0,1961,0
461000,6278,2770,2.0,3,3.25,0,2006,0
215000,2040,1610,2.0,2,2.25,0,1979,0
335000,1066,1030,2.0,2,1.75,0,2006,0
243500,7403,1980,2.0,4,2.5,0,1988,0
1099880,6353,3520,2.0,5,2.75,0,2001,0
153000,10500,1200,1.0,3,1.0,0,1962,0
430000,5000,1580,1.0,3,1.5,0,1939,0
700000,5000,1580,1.0,3,1.5,0,1939,0
905000,10250,3300,1.0,4,2.5,0,1946,1991
247500,15681,1960,1.0,3,1.75,0,1967,0
199000,6400,1160,1.0,4,1.5,0,1975,0
314000,41800,1810,1.0,3,1.75,0,1980,0
437500,36847,2320,2.0,3,2.5,0,1992,0
850830,13241,2070,1.5,3,2.5,0,1910,0
555000,3478,1980,1.5,3,2.0,0,1929,0
699950,107593,2190,2.0,3,2.25,0,1983,0
1088000,8113,2920,2.0,3,2.5,0,1950,2010
290000,33919,1210,1.0,3,1.0,0,1954,0
375000,10005,2340,1.0,3,2.5,0,1978,0
460000,4005,1670,1.5,3,1.0,0,1939,0
188500,2493,1240,1.0,2,1.75,0,1985,0
680000,28037,3140,2.0,4,2.5,0,1991,0
470000,12342,2030,2.0,5,1.75,0,1942,0
597750,9624,2310,2.0,4,2.5,0,1984,0
570000,3328,1260,1.0,3,1.75,0,1905,0
272500,12600,1540,1.0,3,1.75,0,1980,0
329950,5969,2080,1.0,3,1.75,0,1971,0
480000,16171,3230,2.0,4,2.5,0,2001,0
740500,6350,4380,2.0,3,3.5,0,1900,1999
518500,1102,1590,3.0,3,3.5,0,2010,0
205425,6780,880,1.0,2,1.0,0,1945,0
171800,9600,1570,1.0,4,2.0,0,1950,0
535000,2982,1610,1.5,4,1.0,0,1925,0
660000,6474,2400,1.0,3,2.5,0,1964,0
391500,9132,1450,1.0,3,2.0,0,1987,0
395000,6000,770,1.0,2,1.0,0,1953,0
445000,4400,2100,1.5,4,1.75,0,1924,0
770000,10204,2910,2.0,3,2.25,0,1990,0
1450000,17789,2750,1.5,4,2.75,0,1914,1992
445000,8201,2100,1.0,3,2.25,0,1967,0
260000,8811,2160,1.0,4,2.25,0,1978,0
822500,4960,2320,2.0,5,3.5,0,1926,0
430000,4310,2070,2.0,4,2.5,0,2004,0
212000,7875,1060,1.0,3,1.75,0,1986,0
660500,9603,2010,1.0,4,2.25,0,1986,0
784000,111078,3950,1.5,3,3.5,0,1989,0
453246,2287,2010,2.0,3,2.5,0,2014,0
675000,2278,2140,3.0,4,3.5,0,2005,0
199000,17390,1320,1.0,3,1.75,0,1956,0
220000,7840,2020,1.0,4,1.75,0,1968,0
452000,10002,2590,1.0,4,2.25,0,1968,0
382500,4440,1190,1.0,2,1.0,0,1981,0
519950,1249,1170,3.0,3,2.25,0,2014,0
665000,3200,1110,1.0,2,1.0,0,1925,0
527700,9375,2820,1.0,5,2.5,0,1968,0
205000,8579,1610,1.0,3,1.0,0,1962,0
420000,8097,1060,1.0,3,1.0,0,1923,0
500000,8517,2030,1.0,4,2.25,0,1961,0
921500,315374,3670,2.0,4,2.5,0,1994,0
890000,4000,2550,2.0,4,1.0,0,1905,0
430000,60984,2420,2.0,2,2.5,0,2007,0
258000,12500,2260,1.0,5,2.0,0,1960,0
511000,3455,1430,1.0,3,1.0,0,1947,0
532170,3090,1360,2.0,3,2.0,0,1990,0
560000,5000,1110,1.5,3,1.0,0,1947,0
282950,8200,1250,1.0,3,1.0,0,1954,0
2250000,19850,5180,2.0,4,3.25,0,2006,0
350000,5100,700,1.0,1,1.0,0,1942,0
215000,7669,1180,1.0,3,1.0,0,1967,0
650000,25245,3960,2.0,5,3.5,0,1996,0
320000,7500,2640,1.0,4,2.75,0,1967,0
247000,7198,1270,1.5,3,2.0,0,1916,2013
320000,11180,1760,1.0,4,1.75,0,1968,0
255000,8632,2060,1.0,5,2.25,0,1962,0
438000,9660,1780,1.0,3,1.75,0,1962,0
900000,16603,3400,2.0,3,2.5,0,2000,0
441000,7280,1910,1.0,3,2.75,0,1979,0
420000,38332,2020,1.0,3,2.0,0,1975,0
370000,7000,1580,1.0,3,1.75,0,1976,0
269950,7250,1340,1.0,2,1.75,0,1949,0
807100,4499,2680,2.0,4,2.5,0,1999,0
653000,9750,2680,1.0,3,2.5,0,1979,0
371500,8336,1370,1.0,3,2.0,0,1964,0
284000,21000,1560,1.0,3,1.75,0,1954,0
272000,7140,2160,1.0,3,1.75,0,1978,0
313000,7912,1340,1.5,3,1.5,0,1955,0
917500,35003,3880,2.0,4,2.5,0,1984,0
673000,8190,2590,2.0,4,2.25,0,1980,0
425000,1100,1120,2.0,3,2.5,0,2008,0
399950,5400,1970,1.0,5,2.75,0,1986,0
385000,4800,1220,1.0,3,1.0,0,1901,0
269950,7560,1950,1.0,3,1.5,0,1975,0
330000,8220,1350,1.0,2,1.0,0,1949,0
260000,5797,1670,2.0,3,2.5,0,1988,0
470000,5125,2380,1.5,4,3.0,0,1925,0
589000,9600,2440,2.0,4,3.0,0,1961,0
163500,3419,1050,2.0,2,1.5,0,1996,0
835000,13412,3130,2.0,4,2.75,0,1993,0
1095000,12850,4090,1.0,5,3.0,0,1986,0
269000,10000,1490,1.0,4,1.75,0,1969,0
560000,8744,1900,2.0,3,2.5,0,1987,0
615000,2400,1330,1.5,4,1.0,0,1901,0
585188,10026,2230,1.0,3,2.25,0,1975,0
305000,9480,1650,1.0,3,1.75,0,1977,0
166950,8820,1190,1.0,3,1.0,0,1959,0
799000,9897,2140,1.0,3,2.5,0,1959,0
400000,7508,2180,1.0,3,2.5,0,1962,0
230000,10228,1060,1.0,3,1.0,0,1948,0
256883,5025,1690,2.0,3,2.5,0,2003,0
423000,6480,1970,1.5,4,2.0,0,1920,0
465000,4084,2150,2.0,3,2.5,0,2007,0
440000,66211,1910,2.0,3,2.5,0,1997,0
385000,155073,1350,1.0,3,1.75,0,1969,0
210000,11725,860,1.0,3,1.0,0,1943,0
297000,14952,1940,2.0,3,2.5,0,1994,0
470000,5000,1010,1.0,3,1.0,0,1952,0
226500,7370,1300,1.0,3,1.5,0,1976,0
274250,8450,910,1.0,3,1.0,0,1962,0
840000,11010,2480,1.0,4,1.75,0,1966,0
677900,4587,2440,2.0,3,2.5,0,2010,0
425000,5864,1010,1.0,3,1.0,0,1915,0
180250,9600,900,1.0,2,0.75,0,1941,0
464000,3404,2300,2.0,6,3.0,0,1920,1994
320000,7579,1550,2.0,4,2.25,0,1993,0
625504,1566,1270,2.0,3,2.25,0,2014,0
592500,12032,2240,1.0,4,2.5,0,1983,0
465000,17936,2714,2.0,3,2.5,0,2005,0
477000,6270,1720,2.0,4,2.75,0,1978,0
280000,16400,850,1.0,2,1.0,0,1923,0
1505000,33474,3300,1.0,5,3.0,0,1957,1991
445838,5692,2250,2.0,3,2.5,0,2000,0
1072000,14864,3900,1.0,2,2.25,0,1947,0
467000,10800,1320,1.0,2,1.5,0,1947,0
686000,6440,2760,2.0,4,2.5,0,1999,0
279950,9750,1750,1.0,3,2.0,0,1961,0
527000,19436,2330,2.0,4,2.25,0,1987,0
325000,16020,2220,1.0,3,2.25,0,1966,0
328000,8379,2020,2.0,3,2.25,0,1994,0
390000,7500,1250,1.0,3,2.25,0,1942,0
479950,6516,1510,1.0,2,2.0,0,2005,0
264950,9753,1720,1.0,4,2.25,0,1978,0
235000,15246,1430,1.0,3,1.0,0,1961,0
516500,4729,1480,2.0,3,2.5,0,2004,0
655000,15798,1450,2.0,2,1.75,1,1915,1978
500000,15347,2280,1.0,4,2.75,0,1960,0
315000,7350,2940,1.0,6,2.75,0,1978,0
213000,10200,1000,1.0,2,1.0,0,1961,0
475000,5280,2480,1.5,3,1.5,0,1947,0
1025000,28040,3760,2.0,5,4.0,0,1983,0
416000,94300,2220,1.0,3,2.0,0,1976,0
410000,4740,1970,1.5,4,1.0,0,1904,2005
800000,221284,3830,2.0,3,3.5,0,1993,0
472000,14034,4410,1.0,6,2.5,0,1965,0
225000,8505,1430,1.0,3,1.75,0,1968,0
210000,6000,830,1.0,2,1.0,0,1940,0
455000,5000,1430,1.5,2,1.0,0,1925,0
225000,8316,1300,1.0,3,1.0,0,1954,0
480000,3060,1030,1.0,2,1.0,0,1918,0
363000,11872,2740,2.0,3,2.5,0,1990,0
2400000,8354,3650,1.0,4,2.5,1,2000,0
181000,5120,720,1.0,2,1.5,0,1954,0
250000,7312,2010,1.0,4,2.0,0,1976,0
481000,3000,1560,1.0,3,1.75,0,1918,0
260000,7209,1810,1.0,3,2.0,0,1978,0
455000,7685,3360,2.0,4,2.5,0,2001,0
415000,36224,1510,2.0,3,2.25,0,1991,0
349500,3538,1400,1.0,3,1.0,0,1953,0
245000,7442,1730,2.0,3,2.5,0,1987,0
592500,9191,1420,1.5,2,2.0,0,1928,0
385000,7620,2360,1.0,4,1.75,0,1955,0
315000,11455,1580,1.0,3,1.75,0,1974,0
255000,10170,1230,1.0,3,1.0,0,1979,0
693000,4425,2460,2.0,4,2.5,0,2006,0
780000,4400,1660,1.5,3,1.0,0,1911,0
237000,8470,1270,1.0,3,1.75,0,1960,0
525000,40510,2100,2.0,3,2.25,0,1979,0
425000,5040,770,1.0,2,1.0,0,1930,0
369900,10079,760,1.0,1,0.75,1,1936,0
290000,7280,1700,2.0,4,2.5,0,1988,0
285000,10701,1120,1.0,3,1.0,0,1954,0
415000,4500,1070,1.0,2,1.0,0,1937,0
272500,9900,2070,1.0,3,2.5,0,1979,0
2900000,20100,5050,1.5,4,3.25,0,1982,2008
1365000,57346,5310,2.0,4,4.75,0,1989,0
436000,7538,1040,1.0,2,1.0,0,1939,0
210000,11390,1700,1.0,3,1.0,0,1967,0
236000,5898,1300,1.0,3,1.0,0,1961,0
331000,1306,1080,1.0,3,1.75,0,1954,2003
365000,4510,2653,2.0,3,2.5,0,2006,0
450000,16258,2290,1.0,3,2.0,0,1960,0
770000,26300,3820,2.0,4,2.75,0,2014,0
455000,49375,2210,1.0,4,2.5,0,1997,0
405000,6000,2390,1.0,3,1.75,0,1908,0
304900,11325,2600,1.0,4,1.75,0,1969,0
170000,5265,860,1.0,2,1.0,0,1931,0
2050000,8480,3830,2.0,5,3.0,0,1905,1994
780000,7048,3500,2.0,4,2.5,0,2005,0
330000,13959,2420,1.0,3,3.0,0,1988,0
370000,8666,2720,2.0,4,2.5,0,1992,0
467000,13500,2500,1.0,5,2.25,0,1979,0
405000,6720,1670,1.0,3,1.75,0,1980,0
675000,10300,2900,1.0,5,2.25,0,1985,0
500000,14100,1640,1.0,2,1.0,0,1954,0
389999,15770,1890,2.0,4,2.5,0,1968,0
630000,9025,2950,1.0,4,1.75,0,1975,0
360000,9528,2160,2.0,4,2.5,0,1992,0
580000,11060,3280,2.0,4,3.0,0,1986,0
550000,4166,1970,2.0,3,2.0,0,1929,0
879000,22111,3360,2.0,4,2.5,0,1994,0
265000,8959,1320,1.0,3,2.0,0,1993,0
446500,7286,2650,2.0,3,2.5,0,1990,0
404000,8880,2030,1.0,3,1.5,0,1963,0
267500,11914,1590,1.0,3,1.75,0,1957,0
3075000,18641,4550,1.0,4,5.0,1,2002,0
335000,7632,2440,2.0,3,2.5,0,1998,0
576000,9000,1940,1.0,3,2.5,0,1948,0
208633,3810,2040,2.0,3,2.5,0,2006,0
315000,8750,2200,1.0,3,2.25,0,1964,0
725000,3300,1920,1.0,3,1.75,0,1913,0
550000,7750,1800,1.0,4,2.75,0,1965,0
610750,7297,2180,2.0,4,2.25,0,1984,0
550700,5000,1010,1.5,2,1.0,0,1908,0
665000,10574,3320,2.0,4,2.75,0,1960,0
834000,4000,2370,1.5,4,2.5,0,1928,0
201000,78408,1660,1.5,5,1.75,0,1915,0
2384000,9050,3650,2.0,5,2.5,0,1921,0
1384000,12103,4290,1.0,4,3.25,0,1997,0
1400000,12103,4290,1.0,4,3.25,0,1997,0
305000,7700,1950,1.0,4,2.25,0,1979,0
487000,14052,2590,1.0,3,2.0,0,1948,0
390000,64904,1930,1.0,3,2.5,0,1988,0
548000,3864,1470,1.0,2,1.0,0,1916,0
268750,8775,800,1.0,4,1.0,0,1943,0
819900,7119,3150,2.0,5,2.75,0,2013,0
520000,16200,2030,2.0,3,2.25,0,1984,0
230000,11204,1450,1.0,3,2.0,0,2003,0
240000,10248,1510,1.0,3,1.75,0,1969,0
232000,12092,1240,1.0,2,1.0,0,1922,1984
240500,12092,1240,1.0,2,1.0,0,1922,1984
274975,45004,3030,2.0,3,2.5,0,1987,0
740000,4400,2050,1.5,4,2.0,0,1922,0
186375,7636,1000,1.0,3,1.0,0,1952,0
790000,10289,2370,1.0,3,2.25,0,1977,0
880000,6750,2800,2.0,4,3.5,0,1951,2002
279000,11180,2240,2.0,6,1.75,0,1955,0
295000,10530,1810,1.0,3,2.0,0,1991,0
640000,5000,1070,1.0,2,1.0,0,1924,0
940000,9525,2490,2.0,4,2.0,0,1968,0
260000,5238,1960,2.0,4,2.5,0,2003,0
559900,5569,2930,1.0,3,2.75,0,2004,0
791500,3500,1510,1.5,4,2.0,0,1911,0
265000,8250,1420,1.0,3,1.75,0,1954,0
245000,11547,1740,1.0,3,1.75,0,1954,0
485000,43995,2560,2.0,4,1.75,0,1962,0
684000,8414,3040,2.0,4,3.5,0,2010,0
425000,6840,2500,1.0,3,1.75,0,1957,0
309600,20000,1275,1.0,4,1.75,0,1991,0
552250,5823,2580,2.0,4,2.5,0,2002,0
165000,7134,1000,1.0,4,1.0,0,1943,0
239900,7134,1000,1.0,4,1.0,0,1943,0
320000,32633,1070,1.0,2,1.0,0,1930,0
206600,13464,1390,1.0,3,2.0,0,1987,0
387000,7690,2500,1.0,4,1.75,0,1973,0
299000,12120,560,1.0,1,0.75,0,1967,0
855000,10460,2270,2.0,4,2.75,0,1965,0
315000,14400,1900,1.0,3,1.0,0,1954,0
437500,3120,990,1.0,2,1.0,0,1907,0
252000,19800,1550,1.0,4,1.5,0,1969,0
375000,7475,2200,1.0,4,1.75,0,1955,0
300000,4862,1910,2.0,4,2.5,0,2005,0
420000,9600,1750,1.5,4,1.0,0,1954,0
900000,77972,1330,1.0,3,1.0,0,1928,1954
679900,5750,2440,2.0,3,2.5,0,2000,0
463000,29970,1640,2.0,3,2.5,0,1992,0
380000,11340,2760,2.0,5,2.5,0,1978,0
329500,7912,1820,2.0,4,2.5,0,1994,0
604950,5608,2110,1.0,3,2.5,0,2013,0
795000,9570,3040,1.0,5,2.5,0,1966,0
465000,40438,1840,2.0,3,2.0,0,1994,0
673000,10400,2990,2.0,4,2.5,0,2002,0
810000,15420,3520,2.0,4,2.5,0,1991,0
785000,69415,2440,1.0,4,2.75,0,1989,0
338000,7500,2090,1.0,4,3.0,0,1986,0
280000,7222,1430,2.0,3,2.25,0,1993,0
315000,10754,2180,1.0,4,2.25,0,1954,0
530000,10754,2180,1.0,4,2.25,0,1954,0
380000,9914,3450,2.0,5,3.0,0,2004,0
297000,7562,1450,2.0,3,2.25,0,1994,0
730000,7331,3230,2.0,4,2.5,0,2004,0
450000,13500,1640,1.0,3,1.75,0,1940,0
275000,7750,1590,1.0,3,3.0,0,1997,0
595000,2849,2020,2.0,4,2.0,0,1960,0
435000,3348,1300,1.5,3,1.5,0,1904,2014
270000,209959,1380,1.0,2,1.5,0,1954,0
950000,14338,4040,2.0,3,3.0,0,1986,0
389000,5337,2130,2.0,4,2.25,0,2001,0
560000,7800,2550,1.0,4,2.25,0,1968,0
1350000,14984,4800,2.0,5,3.5,0,1998,0
799000,11585,2510,2.0,4,2.25,0,1969,0
365500,9600,1410,1.0,3,2.0,0,1983,0
252350,7352,1650,1.0,3,2.0,0,1979,0
403950,13780,2120,2.0,4,2.5,0,1993,0
385000,10726,2040,1.0,4,1.5,0,1954,0
345000,7620,1550,1.5,4,1.0,0,1957,0
490000,3128,1980,2.0,3,2.75,0,1979,0
330000,26977,1600,2.0,3,2.5,0,2005,0
927000,12090,3300,2.0,4,2.75,0,1953,0
1118000,16619,3840,2.0,4,2.5,0,1983,0
330000,10000,1220,1.0,2,1.0,0,1950,0
530000,8800,2720,1.0,5,2.25,0,1958,0
365000,25600,1940,1.0,4,2.0,0,1962,0
378750,3000,2160,1.5,3,2.5,0,1909,2011
269900,8750,1530,1.5,4,1.75,0,1968,0
557000,2096,1710,2.0,3,3.5,0,2008,0
360000,16980,3730,1.0,4,1.75,0,1974,0
352000,5000,940,1.0,2,1.0,0,1937,0
437000,22357,1750,2.0,3,2.5,0,1994,0
322500,6753,1820,2.0,4,2.5,0,1994,0
650000,2000,1510,2.0,3,3.25,0,2001,0
450000,1213,1290,3.0,3,2.0,0,2001,0
278500,5250,1570,1.0,3,2.0,0,1998,0
364950,6957,1930,2.0,4,2.5,0,1995,0
840000,40139,2840,1.0,4,3.5,0,1986,0
268000,8134,1550,2.0,3,2.5,0,1991,0
517534,143947,833,1.0,2,1.0,0,2006,0
632925,32239,2990,2.0,3,2.5,0,1978,0
577500,7251,2000,2.0,3,2.5,0,1995,0
339000,7480,2390,1.5,4,1.5,0,1920,0
570000,37461,2910,1.0,3,1.75,0,1967,0
563500,174240,2085,1.0,4,1.75,0,1964,0
423000,9351,2200,1.0,4,2.25,0,1962,0
355000,5028,1860,2.0,3,2.25,0,2012,0
1550000,171626,6070,2.0,5,4.25,0,1999,0
482000,3960,950,1.0,2,1.0,0,1941,0
625000,9135,1600,1.0,3,1.75,0,1955,0
538000,11632,2250,2.0,3,2.5,0,1988,0
380000,10255,2280,2.0,3,2.5,0,1985,0
375000,5120,940,1.0,2,1.0,0,1909,0
245000,8500,1530,1.0,3,2.5,0,1996,0
310000,27260,2190,1.0,5,1.75,0,1947,1974
1300000,15021,2350,1.0,3,2.0,0,1976,0
397000,7680,1440,1.0,4,2.0,0,1971,0
365000,4052,2200,2.0,3,2.5,0,2005,0
328500,8250,2290,2.0,4,3.0,0,1990,0
988000,19700,4040,2.0,4,3.0,0,1987,0
1000000,3277,2610,1.5,4,2.5,0,1922,0
237000,2138,1490,2.0,3,2.5,0,2005,0
525000,5280,2450,2.0,4,2.5,0,2003,0
749000,9627,1710,1.0,4,2.5,0,1976,2014
722500,11800,4870,2.0,5,2.5,0,1983,0
843000,8750,3130,2.0,3,2.5,0,1991,0
438000,1372,1270,3.0,2,2.0,0,2000,0
578000,10875,2120,1.0,3,1.75,0,1977,0
227950,8230,1670,1.0,3,1.5,0,1954,0
196000,11576,2070,2.0,3,2.25,0,1974,0
641000,5332,1420,1.0,2,1.0,0,1953,0
350000,219978,1250,1.0,3,1.5,0,1980,0
205000,7980,940,1.0,3,1.0,0,1960,0
400000,9102,1920,1.0,3,1.75,0,1968,0
1030000,9816,3545,1.0,3,2.5,0,2005,0
505000,5460,1260,1.0,3,2.0,0,1972,0
475000,7200,2340,1.0,5,2.5,0,1975,0
520000,9263,2590,1.0,3,2.25,0,1977,0
1450000,24920,3970,2.0,3,4.5,0,1977,1999
333500,9732,1220,1.0,3,1.75,0,1965,0
232000,10403,1400,1.0,3,1.0,0,1976,0
691100,16117,2360,1.0,3,2.75,0,1983,0
811000,9897,1870,1.0,3,1.75,0,1960,0
551000,5802,2830,2.0,3,2.5,0,2001,0
496500,3640,2260,2.0,3,2.5,0,1994,0
705000,20978,1970,2.0,3,3.0,1,1980,0
578000,9225,3140,1.0,4,2.5,0,1966,0
255000,8659,1240,1.0,3,1.75,0,1986,0
1050000,7832,3450,2.0,4,3.5,0,2007,0
348000,8491,2570,2.0,3,2.25,0,1989,0
230000,3413,1510,2.0,3,2.0,0,1985,0
359500,11250,2390,2.0,4,2.25,0,1988,0
330000,7000,980,1.0,3,1.0,0,1953,0
80000,5050,430,1.0,1,0.75,0,1912,0
465000,6360,1480,1.0,3,1.75,0,1954,0
325000,7324,1850,2.0,4,2.5,0,1997,0
340500,28025,2270,1.0,3,2.0,0,1947,0
342500,5192,1810,2.0,3,2.5,0,1993,0
290900,17600,1610,2.0,2,2.0,0,1930,1983
868700,6161,3840,2.0,3,4.25,0,2000,0
1199000,8400,4110,2.0,4,2.75,0,1928,2013
1150000,10259,4190,2.0,4,3.25,0,2000,0
859900,6298,3390,2.0,4,2.75,0,2011,0
520000,3006,1890,2.0,4,2.25,0,2003,0
460000,2527,1610,2.0,3,2.5,0,2005,0
438924,4590,1050,1.0,3,1.5,0,1949,0
315000,6550,630,1.0,2,1.0,0,1918,0
590000,10650,2910,1.0,4,2.75,0,1975,0
378500,8640,1700,1.0,4,1.75,0,1955,0
328500,8130,1950,2.0,3,2.5,0,1990,0
849950,9773,2990,2.0,3,3.0,0,1973,0
525000,6000,1350,1.0,3,1.5,0,1950,0
1385000,181319,4860,2.5,4,3.25,0,1993,0
295000,7725,2160,1.0,4,2.5,0,1978,0
1067000,11793,4860,2.0,6,3.5,0,1998,0
207950,5000,890,1.0,2,2.0,0,1917,0
699900,7302,2810,2.0,4,2.75,0,2002,0
1280000,9500,3400,2.0,5,2.5,0,1977,0
452000,7350,1580,1.0,4,1.5,0,1963,0
370000,5036,1680,1.0,3,2.0,0,1987,0
232000,11230,1300,1.0,3,1.75,0,1968,0
669950,14062,2820,2.0,5,2.5,0,1960,0
397500,6710,1510,1.0,3,2.0,0,1972,0
490000,1391,1230,2.0,2,2.5,0,2004,0
725000,4140,2110,2.0,4,2.0,0,1925,2003
299000,19635,3080,1.0,3,2.75,0,1958,0
625000,5750,1490,1.5,2,1.5,0,1900,0
437500,4500,2120,2.0,3,2.5,0,2000,0
650000,5438,3180,2.0,4,2.5,0,2003,0
475000,3825,1490,1.0,2,1.0,0,1929,0
342000,11947,1930,1.0,3,2.0,0,1966,0
1197350,7800,2770,2.0,4,2.5,0,1999,0
280000,11610,1670,1.0,3,1.5,0,1963,0
240000,7200,1330,1.0,2,1.75,0,1993,0
529000,3328,1210,1.5,3,1.0,0,1924,0
442000,5100,1190,1.0,3,1.0,0,1941,0
615000,6872,1540,1.0,2,1.0,0,1946,0
1485000,10800,4030,2.0,4,3.75,0,2006,0
585000,7559,2430,1.0,4,1.75,0,1981,0
480000,7787,2600,2.0,4,2.5,0,2005,0
1095000,57063,4410,2.0,5,3.5,0,1990,0
290000,8184,1330,1.5,4,1.0,0,1949,0
615000,5000,1900,1.0,3,1.75,0,1951,0
300000,7680,1100,1.0,2,1.0,0,1950,0
308000,39150,1980,1.5,3,1.0,0,1932,0
750000,7745,2400,2.0,3,2.5,0,2001,0
2250000,8036,4760,2.5,4,2.25,0,1916,0
890000,194278,3180,2.0,4,3.25,0,2005,0
288000,7560,1190,1.0,3,1.0,0,1958,0
190000,6000,630,1.0,2,1.0,0,1943,2005
515000,5105,2530,1.0,5,3.0,0,2005,0
235000,11054,1690,1.0,4,1.5,0,1930,0
275000,5000,940,1.0,2,1.0,0,1951,0
727500,9119,1240,1.0,2,2.0,0,1952,0
650000,6587,3040,2.0,4,2.5,0,2003,0
1600000,230652,6050,2.0,6,5.0,0,2001,0
365000,7085,1590,1.5,4,1.0,0,1944,0
662000,36947,2500,1.0,3,1.75,0,1984,0
270500,7848,1780,1.0,3,2.5,0,1978,0
200000,1898,1360,2.0,2,1.5,0,1978,0
970000,76230,4740,2.0,4,3.25,0,1987,0
